mode,load,0_vgg11-16,1_mobilenet_v3_small-8,2_mobilenet_v3_small-8
mps-uncap,1.0,6.910800933837891,6.955862045288086,8.024930953979492
mig,1.0,12.693643569946289,4.149198532104492,4.128932952880859
