mode,load,0_vgg11-16,1_mobilenet_v3_small-8,2_mobilenet_v3_small-8
mps-uncap,1.0,7.89339065551758,8.534460067749023,10.77627182006836
mig,1.0,14.597520828247069,4.445071220397948,4.422240257263184
