mode,load,0_vgg11-16,1_mobilenet_v3_small-8,2_mobilenet_v3_small-8
mps-uncap,1.0,2296.8107928516856,1148.2698535314332,968.2543968514367
mig,1.0,1246.6696882280546,1918.10424112326,1927.223593191728
