mode,load,0_vgg11-16,1_mobilenet_v3_small-8,2_mobilenet_v3_small-8
mps-uncap,1.0,7.8936195373535165,8.534684181213379,10.776510238647461
mig,1.0,14.59775924682617,4.44530963897705,4.422333240509033
