mode,load,0_vgg11-16,1_mobilenet_v3_small-8,2_mobilenet_v3_small-8
mps-uncap,1.0,6.5021514892578125,4.160881042480469,4.182100296020508
mig,1.0,12.369632720947266,4.093647003173828,4.08172607421875
