mode,load,0_vgg11-16,1_mobilenet_v3_small-8,2_mobilenet_v3_small-8
mps-uncap,1.0,0.000476837158203125,0.0073909759521484375,0.0021457672119140625
mig,1.0,0.000476837158203125,0.0021457672119140625,0.0057220458984375
