mode,load,0_efficientnet_b6-2,1_squeezenet1_0-32,2_vgg19-2
mps-uncap,0.8,54.17979179192924,3143.4987351617856,215.55157927701686
mps-uncap,0.9,57.55950907781517,3656.88411336983,244.2384305798558
mps-uncap,1.0,65.24757803688034,3998.5546335350423,277.55201346726574
mps-uncap,0.5,34.08831580002572,2005.2069186656745,135.56231997401645
mps-uncap,0.6,38.03819509068186,2464.743428893136,165.52403815457234
mps-uncap,0.7,44.21700688753135,2768.5601223485673,191.65358018021922
mps-uncap,0.1,7.2290795047705,406.41473548084025,27.370540125757685
mps-uncap,0.2,11.577621577039912,803.3281055082088,57.18187193874507
mps-uncap,0.3,19.629846798761914,1169.9069521436277,82.36171575773685
mps-uncap,0.4,25.37179446811819,1595.1397310480274,108.19506557110353
