mode,load,0_efficientnet_b6-2,1_squeezenet1_0-32,2_vgg19-2
mps-uncap,0.8,0.012159347534179688,0.009775161743164062,0.008344650268554688
mps-uncap,0.9,0.012159347534179688,0.010013580322265625,0.00762939453125
mps-uncap,1.0,0.013828277587890625,0.010728836059570312,0.010013580322265625
mps-uncap,0.5,0.012159347534179688,0.01049041748046875,0.010728836059570312
mps-uncap,0.6,0.01239776611328125,0.010251998901367188,0.010728836059570312
mps-uncap,0.7,0.01239776611328125,0.010251998901367188,0.010251998901367188
mps-uncap,0.1,0.022172927856445312,0.010013580322265625,0.011682510375976562
mps-uncap,0.2,0.013113021850585938,0.010728836059570312,0.008344650268554688
mps-uncap,0.3,0.012159347534179688,0.011920928955078125,0.009298324584960938
mps-uncap,0.4,0.01239776611328125,0.010967254638671875,0.010967254638671875
