mode,load,0_densenet121-16,1_mobilenet_v3_small-8,2_vgg11-16
mps-uncap,0.8,39.85276222229004,12.210311889648438,8.208410739898682
mps-uncap,0.9,40.26549577713013,12.572913169860838,8.368270397186281
mps-uncap,1.0,38.78904342651367,14.130926132202143,8.603742122650146
mps-uncap,0.5,35.517311096191385,10.7773733139038,7.6674652099609375
mps-uncap,0.6,36.70983314514162,11.479723453521725,7.770776748657227
mps-uncap,0.7,38.40576171874999,12.057960033416748,7.953023910522461
mps-uncap,0.1,20.768427848815914,8.24679851531982,6.519613265991211
mps-uncap,0.2,22.772197723388675,8.514487743377696,7.289834022521973
mps-uncap,0.3,26.385221481323224,8.973517417907713,7.424473762512206
mps-uncap,0.4,30.556383132934553,11.052608489990234,7.647979259490967
