mode,load,0_densenet121-16,1_mobilenet_v3_small-8,2_vgg11-16
mps-uncap,0.8,317.4560008453643,711.4093247917101,1810.9857929144428
mps-uncap,0.9,364.59371783232245,803.9375217228704,2052.395616337996
mps-uncap,1.0,416.7259139320053,875.5057874703423,2306.026027405567
mps-uncap,0.5,205.1815523440013,444.09504608859334,1175.4178585593302
mps-uncap,0.6,250.29040580259166,531.8855798078147,1396.713143575182
mps-uncap,0.7,284.88312521205,630.5779918481086,1571.5993107990805
mps-uncap,0.1,42.00110004564351,91.79601103213827,234.0510190913184
mps-uncap,0.2,82.00822394303347,176.5338751530288,474.52072075740875
mps-uncap,0.3,114.86787938782673,279.6786404333639,705.4995308126397
mps-uncap,0.4,159.76605520273978,358.7660826371434,929.110110807569
