mode,load,0_densenet121-16,1_mobilenet_v3_small-8,2_vgg11-16
mps-uncap,0.8,9.112119674682617,2.3169517517089844,5.393028259277344
mps-uncap,0.9,9.205818176269531,2.271413803100586,5.392551422119141
mps-uncap,1.0,9.78541374206543,2.340555191040039,5.443334579467773
mps-uncap,0.5,9.026288986206055,2.3844242095947266,5.380153656005859
mps-uncap,0.6,9.100198745727539,2.2966861724853516,5.356073379516602
mps-uncap,0.7,9.047508239746094,2.269268035888672,5.384683609008789
mps-uncap,0.1,9.084463119506836,2.3832321166992188,5.385398864746094
mps-uncap,0.2,9.137630462646484,2.3336410522460938,5.358457565307617
mps-uncap,0.3,9.113311767578125,2.2852420806884766,5.3577423095703125
mps-uncap,0.4,9.04536247253418,2.3691654205322266,5.363941192626953
