mode,load,0_densenet121-16,1_mobilenet_v3_small-8,2_vgg11-16
mps-uncap,0.8,164.63160514831543,49.84021186828613,62.63589859008789
mps-uncap,0.9,342.23055839538574,123.72541427612305,136.65294647216797
mps-uncap,1.0,782.672643661499,2478.5919189453125,379.3325424194336
mps-uncap,0.5,56.893348693847656,21.37589454650879,31.050443649291992
mps-uncap,0.6,67.20089912414551,32.0589542388916,51.999807357788086
mps-uncap,0.7,110.39042472839355,35.54487228393555,53.055524826049805
mps-uncap,0.1,13.340234756469727,12.649774551391602,9.167671203613281
mps-uncap,0.2,19.011735916137695,10.587930679321289,11.667728424072266
mps-uncap,0.3,28.091907501220703,14.556646347045898,17.40431785583496
mps-uncap,0.4,27.53758430480957,23.8039493560791,25.04897117614746
