mode,load,0_densenet121-8,1_resnet18-16,2_resnet34-8
mps-uncap,0.8,190.31378984451288,40.85532665252685,51.51180505752561
mps-uncap,0.9,249.9851655960081,553.7571096420287,244.05221939086917
mps-uncap,1.0,10137.447905540466,1336.269512176514,4696.219758987427
mps-uncap,0.5,50.00419616699223,15.903677940368649,16.313695907592702
mps-uncap,0.6,51.4546275138855,18.962335586547947,24.38639879226683
mps-uncap,0.7,95.55697917938234,35.24917602539072,28.54485511779779
mps-uncap,0.1,45.43917179107666,10.061349868774428,17.71821975708009
mps-uncap,0.2,41.36519432067869,12.64132261276245,19.07192230224608
mps-uncap,0.3,41.540791988372796,13.110885620117182,19.394931793212912
mps-uncap,0.4,39.67070579528807,13.971064090728762,18.57419013977051
