mode,load,0_densenet121-8,1_resnet18-16,2_resnet34-8
mps-uncap,0.8,15.90714454650879,4.820346832275391,7.262086868286133
mps-uncap,0.9,13.826656341552734,5.452871322631836,7.705926895141602
mps-uncap,1.0,16.341233253479004,4.820108413696289,7.513856887817382
mps-uncap,0.5,14.49120044708252,5.025386810302734,6.3454627990722665
mps-uncap,0.6,13.172149658203127,5.040645599365234,6.680893898010253
mps-uncap,0.7,15.17462730407715,5.108022689819337,6.075143814086914
mps-uncap,0.1,27.81379222869873,5.241870880126953,8.370637893676758
mps-uncap,0.2,22.381162643432617,5.121874809265136,8.295726776123047
mps-uncap,0.3,21.057105064392093,5.075931549072266,7.825469970703125
mps-uncap,0.4,14.605045318603516,5.1400184631347665,7.31034278869629
