mode,load,0_densenet121-8,1_resnet18-16,2_resnet34-8
mps-uncap,0.8,462.05085070248685,3131.077434575657,1055.62483847408
mps-uncap,0.9,551.5264792366647,3555.8295855914143,1174.3154369739957
mps-uncap,1.0,503.503706218405,3842.3737405164284,1207.8263592326377
mps-uncap,0.5,304.6934504810905,1946.9615505757026,645.7489530744538
mps-uncap,0.6,350.375235973731,2289.3404361963017,777.4456037514287
mps-uncap,0.7,412.0285304852199,2768.521288270372,934.0139650669407
mps-uncap,0.1,58.466001256044486,387.9678586025779,123.20687203795815
mps-uncap,0.2,113.50663481725056,804.712352333289,267.4067294079639
mps-uncap,0.3,169.21810385085243,1175.9000733676778,382.24633670889443
mps-uncap,0.4,238.20990771148212,1569.728711764956,521.1444522758308
