mode,load,0_mobilenet_v2-8,1_mobilenet_v3_small-8,2_vgg19-32
mps-uncap,0.8,35.60032844543457,26.587295532226566,84.40518379211426
mps-uncap,0.9,60.44459342956543,56.53419494628906,145.15852928161624
mps-uncap,1.0,491.3231134414675,640.3228044509895,615.5540943145752
mps-uncap,0.5,8.230590820312505,7.9457759857177805,26.432275772094748
mps-uncap,0.6,11.330485343933105,13.151216506958004,36.13853454589844
mps-uncap,0.7,19.987773895263675,17.421650886535648,68.50523948669436
mps-uncap,0.1,0.07128715515136719,0.07271766662597656,0.0851154327392581
mps-uncap,0.2,0.07159709930419923,0.07152557373046875,11.730432510375977
mps-uncap,0.3,1.6368627548217773,2.2868633270263747,16.474723815917983
mps-uncap,0.4,4.793930053710936,6.170153617858887,20.65300941467285
