mode,load,0_mobilenet_v2-8,1_mobilenet_v3_small-8,2_vgg19-32
mps-uncap,0.8,79.48702812194819,59.8602676391602,146.3831663131714
mps-uncap,0.9,123.70598316192614,150.12132406234684,215.59873580932597
mps-uncap,1.0,661.4764475822449,1083.3762907981873,782.4662566185001
mps-uncap,0.5,26.328349113464295,21.1653470993042,52.76558876037598
mps-uncap,0.6,28.158676624298096,29.597587585449173,75.33271312713613
mps-uncap,0.7,58.17875862121589,42.628319263458266,156.19462966918937
mps-uncap,0.1,3.8521909713745126,4.116296768188477,17.05617904663086
mps-uncap,0.2,8.569393157958988,6.1329197883605975,22.762823104858352
mps-uncap,0.3,10.730743408203125,12.537727355957065,42.70607471466063
mps-uncap,0.4,18.906188011169434,18.935227394104,70.05560398101832
