mode,load,0_mobilenet_v2-8,1_mobilenet_v3_small-8,2_vgg19-32
mps-uncap,0.8,2.2051334381103516,2.3365020751953125,20.332813262939453
mps-uncap,0.9,2.1696090698242188,2.2809505462646484,20.390033721923828
mps-uncap,1.0,2.2115707397460938,2.273082733154297,20.34735679626465
mps-uncap,0.5,2.226114273071289,2.324342727661133,20.16282081604004
mps-uncap,0.6,2.2430419921875,2.288818359375,20.17521858215332
mps-uncap,0.7,2.1817684173583984,2.324342727661133,20.24674415588379
mps-uncap,0.1,2.201557159423828,2.366304397583008,20.11418342590332
mps-uncap,0.2,2.2110939025878906,2.3550987243652344,20.087480545043945
mps-uncap,0.3,2.2330284118652344,2.3517608642578125,20.093917846679688
mps-uncap,0.4,2.2089481353759766,2.2919178009033203,20.16615867614746
