mode,load,0_mobilenet_v2-8,1_mobilenet_v3_small-8,2_vgg19-32
mps-uncap,0.8,47.75381088256836,37.992429733276396,107.574462890625
mps-uncap,0.9,74.20265674591064,69.25466060638428,168.26066970825195
mps-uncap,1.0,507.72714614868175,652.8032541275027,638.8516426086426
mps-uncap,0.5,20.137906074523926,19.189119338989258,48.33850860595703
mps-uncap,0.6,22.96292781829834,23.795676231384274,58.49337577819824
mps-uncap,0.7,33.1233024597168,28.525471687316895,91.44811630249023
mps-uncap,0.1,8.82649421691895,7.942795753479004,21.367692947387695
mps-uncap,0.2,11.78593635559082,11.573266983032225,32.0737361907959
mps-uncap,0.3,16.364097595214844,15.72966575622559,37.06655502319337
mps-uncap,0.4,18.33515167236328,18.0433988571167,41.57364368438721
