mode,load,0_mobilenet_v2-8,1_mobilenet_v3_small-8,2_vgg19-32
mps-uncap,0.8,3.031015396118164,1.6422271728515625,20.270824432373047
mps-uncap,0.9,12.7335786819458,10.126471519470215,41.10121726989746
mps-uncap,1.0,197.24690914154053,227.07712650299072,273.81396293640137
mps-uncap,0.5,0.051021575927734375,0.04982948303222656,0.06175041198730469
mps-uncap,0.6,0.048160552978515625,0.04863739013671875,2.283453941345215
mps-uncap,0.7,0.0514984130859375,0.051856040954589844,13.762235641479492
mps-uncap,0.1,0.06008148193359375,0.06115436553955078,0.06103515625
mps-uncap,0.2,0.05233287811279297,0.05269050598144531,0.05984306335449219
mps-uncap,0.3,0.0514984130859375,0.05030632019042969,0.05745887756347656
mps-uncap,0.4,0.049114227294921875,0.04982948303222656,0.06079673767089844
