mode,load,0_mobilenet_v2-8,1_mobilenet_v3_small-8,2_vgg19-32
mps-uncap,0.8,94.18501853942864,73.60434532165529,169.51608657836914
mps-uncap,0.9,135.92675924301142,160.70418119430505,238.79550457000713
mps-uncap,1.0,679.2941808700562,1095.925853252411,805.386877059937
mps-uncap,0.5,40.19673109054565,32.9973554611206,74.99807834625244
mps-uncap,0.6,39.77199792861939,42.95662641525263,98.03662300109856
mps-uncap,0.7,75.03725051879935,54.6857023239136,178.52533817291243
mps-uncap,0.1,18.384923934936523,16.90882444381714,38.117074966430664
mps-uncap,0.2,19.6507215499878,20.45253038406372,43.97072792053218
mps-uncap,0.3,24.74123239517212,21.351923942565932,64.40942525863645
mps-uncap,0.4,34.144659042358406,30.676662921905514,91.77595376968408
