mode,load,0_mobilenet_v2-8,1_mobilenet_v3_small-8,2_vgg19-32
mps-uncap,0.8,2.279996871948242,2.376556396484375,20.373106002807617
mps-uncap,0.9,2.202749252319336,2.32696533203125,20.411968231201172
mps-uncap,1.0,2.2902488708496094,2.3267269134521484,20.375967025756836
mps-uncap,0.5,2.274036407470703,2.373933792114258,20.18570899963379
mps-uncap,0.6,2.277374267578125,2.3589134216308594,20.19953727722168
mps-uncap,0.7,2.2339820861816406,2.373218536376953,20.280122756958008
mps-uncap,0.1,2.245664596557617,2.3932456970214844,20.16162872314453
mps-uncap,0.2,2.240896224975586,2.3937225341796875,20.135164260864258
mps-uncap,0.3,2.286672592163086,2.3632049560546875,20.122051239013672
mps-uncap,0.4,2.2552013397216797,2.362966537475586,20.18260955810547
