mode,load,0_mobilenet_v2-8,1_mobilenet_v3_small-8,2_vgg19-32
mps-uncap,0.8,20.123577117919922,18.76835823059082,23.471593856811523
mps-uncap,0.9,20.7827091217041,19.79079246520996,23.646163940429688
mps-uncap,1.0,21.248936653137207,21.012139320373535,23.898839950561523
mps-uncap,0.5,18.12572479248047,17.082929611206055,22.359657287597656
mps-uncap,0.6,18.5164213180542,17.47467517852783,22.70650863647461
mps-uncap,0.7,19.124269485473636,18.294477462768555,23.118877410888672
mps-uncap,0.1,6.740617752075198,6.790757179260254,20.897960662841797
mps-uncap,0.2,10.837340354919451,11.106586456298823,20.99132537841797
mps-uncap,0.3,15.206336975097656,14.45250511169434,21.413254737854007
mps-uncap,0.4,16.670942306518555,16.591668128967285,21.778583526611328
