mode,load,0_mobilenet_v2-8,1_mobilenet_v3_small-8,2_vgg19-32
mps-uncap,0.8,21.523752212524414,21.206512451171875,24.01721477508545
mps-uncap,0.9,21.634089946746826,21.34414434432983,24.122462272644043
mps-uncap,1.0,21.764869689941406,21.562108993530277,24.280858039855957
mps-uncap,0.5,20.33530712127685,19.84375,23.05792808532715
mps-uncap,0.6,20.752298831939697,20.505151748657223,23.360013961791992
mps-uncap,0.7,21.190156936645508,20.686426162719727,23.69349479675293
mps-uncap,0.1,17.760052680969242,16.852140426635742,21.312131881713867
mps-uncap,0.2,18.87381076812744,17.956564426422123,21.49021625518799
mps-uncap,0.3,19.34361457824707,18.293547630310062,22.391462326049805
mps-uncap,0.4,19.5283317565918,19.740951061248776,22.77780771255493
