mode,load,0_vgg19-2,1_mobilenet_v2-4,2_vgg11-8
tie-breaker,1.0,6.804943084716797,7.460236549377441,4.49681282043457
tie-breaker,1.0,6.786942481994629,7.416009902954102,4.486799240112305
tie-breaker,1.0,6.405353546142578,7.360935211181641,4.578351974487305
tie-breaker,1.0,6.777286529541016,7.417440414428711,4.450798034667969
