mode,load,0_vgg19-2,1_mobilenet_v2-4,2_vgg11-8
tie-breaker,1.0,7.661259174346923,8.722424507141113,5.03849983215332
tie-breaker,1.0,7.627415657043456,8.611726760864261,5.026364326477051
tie-breaker,1.0,7.329220771789554,8.559694290161133,5.08281946182251
tie-breaker,1.0,7.632100582122799,8.608713150024414,5.003619194030761
