mode,load,0_vgg19-2,1_mobilenet_v2-4,2_vgg11-8
tie-breaker,1.0,7.288932800292969,8.158087730407715,4.831552505493164
tie-breaker,1.0,7.26621150970459,8.124589920043945,4.816293716430664
tie-breaker,1.0,6.879949569702148,8.035802841186523,4.878759384155273
tie-breaker,1.0,7.285475730895996,8.116006851196289,4.796361923217773
