mode,load,0_vgg19-2,1_mobilenet_v2-4,2_vgg11-8
tie-breaker,1.0,4.548311233520508,5.459308624267578,3.8695335388183594
tie-breaker,1.0,5.578041076660156,5.6781768798828125,3.4584999084472656
tie-breaker,1.0,4.921913146972656,5.682945251464844,3.9315223693847656
tie-breaker,1.0,5.289793014526367,5.55729866027832,3.818511962890625
