mode,load,0_vgg19-2,1_mobilenet_v2-4,2_vgg11-8
tie-breaker,1.0,6.804943084716797,7.460355758666992,4.497051239013672
tie-breaker,1.0,6.786942481994629,7.416009902954102,4.487037658691406
tie-breaker,1.0,6.40559196472168,7.360935211181641,4.5784711837768555
tie-breaker,1.0,6.777286529541016,7.417440414428711,4.450798034667969
