mode,load,0_vgg19-2,1_mobilenet_v2-4,2_vgg11-8
tie-breaker,1.0,7.661259174346923,8.722186088562012,5.038409233093262
tie-breaker,1.0,7.627415657043456,8.611726760864261,5.02634048461914
tie-breaker,1.0,7.329206466674807,8.55947494506836,5.08281946182251
tie-breaker,1.0,7.632017135620114,8.608670234680176,5.003490447998046
