mode,load,0_vgg19-2,1_mobilenet_v2-4,2_vgg11-8
tie-breaker,1.0,7.288694381713867,8.157968521118164,4.8313140869140625
tie-breaker,1.0,7.265973091125488,8.124351501464844,4.816293716430664
tie-breaker,1.0,6.879854202270508,8.035802841186523,4.878592491149902
tie-breaker,1.0,7.2852373123168945,8.115816116333008,4.796361923217773
