mode,load,0_vgg19-2,1_mobilenet_v2-4,2_vgg11-8
tie-breaker,1.0,4.548311233520508,5.459785461425781,3.869771957397461
tie-breaker,1.0,5.578041076660156,5.678415298461914,3.4584999084472656
tie-breaker,1.0,4.922151565551758,5.683183670043945,3.931760787963867
tie-breaker,1.0,5.289793014526367,5.55729866027832,3.8187503814697266
