mode,load,0_densenet161-32,1_resnet34-2,2_vgg16-8
mps-uncap,0.6,62.842903137207045,16.945559978485104,16.17966890335084
mig,0.6,66.47909164428711,4.625999927520752,21.005010604858402
mps-uncap,0.7,70.69464683532712,16.53933048248293,16.215360164642327
mig,0.7,66.55809879302979,4.372859001159668,21.09628915786743
mps-uncap,0.8,70.58777570724487,16.986465454101562,16.82777404785158
mig,0.8,66.68631076812744,4.295778274536134,21.255578994750977
mps-uncap,0.9,73.65802526473999,20.09428024291989,16.66892051696777
mig,0.9,66.9367790222168,4.218101501464844,21.343374252319332
mps-uncap,1.0,75.69556236267093,21.624875068664547,17.177581787109375
mig,1.0,67.29831695556642,4.218645095825195,21.454026699066162
mps-uncap,1.1,76.63677215576172,21.745450496673588,16.742634773254398
mig,1.1,67.52545118331909,4.251120090484619,21.538734436035156
mps-uncap,1.2,77.7860403060913,22.853689193725575,17.326726913452156
mig,1.2,67.34275817871094,4.26173210144043,21.494531631469727
mps-uncap,1.3,82.00096845626831,20.783758163452156,17.08604335784912
mig,1.3,67.68798828125,4.306902885437012,21.497361660003655
