mode,load,0_densenet161-32,1_resnet34-2,2_vgg16-8
mps-uncap,0.6,305.99866432507355,322.2603191977902,234.3398496193526
mig,0.6,304.8556582700096,323.1831886363827,240.52796204700672
mps-uncap,0.7,341.03886554366323,372.18946454740046,277.74062780207373
mig,0.7,362.2998915976062,375.88718368199744,286.1708105502484
mps-uncap,0.8,383.7833025917142,369.75704405763867,314.8403474537126
mig,0.8,393.85995326914724,422.99394594812406,312.9838521426696
mps-uncap,0.9,444.4892072672646,319.99889623269206,355.15116101361735
mig,0.9,436.07403775507424,479.92723359677757,358.4016606816174
mps-uncap,1.0,481.4982188328091,285.62961021901276,402.29577107929254
mig,1.0,482.26940088012435,531.1217661700128,391.46473743748135
mps-uncap,1.1,540.2177412137163,250.19846975575476,436.3646396755214
mig,1.1,493.62709868051064,531.4217734832013,398.2849016211704
mps-uncap,1.2,584.0224381975694,214.81772847833884,464.7857035385198
mig,1.2,494.2597310391703,527.940628326065,398.6386019552442
mps-uncap,1.3,547.5382799171078,220.832995077944,515.3669375006464
mig,1.3,493.6058542670748,524.2896004057656,398.4821216472427
