mode,load,0_densenet161-32,1_resnet34-2,2_vgg16-8
mps-uncap,0.6,42.67477989196777,3.726363182067871,7.354259490966797
mig,0.6,64.31460380554199,3.7031173706054688,19.860029220581055
mps-uncap,0.7,44.67368125915527,3.660440444946289,7.565736770629883
mig,0.7,64.23604488372803,3.7207603454589844,19.677042961120605
mps-uncap,0.8,46.58198356628418,3.8187503814697266,8.054494857788086
mig,0.8,64.03064727783203,3.7484169006347656,19.686222076416016
mps-uncap,0.9,47.43778705596924,4.586696624755859,8.740901947021484
mig,0.9,64.25333023071289,3.701448440551758,19.764423370361328
mps-uncap,1.0,49.33428764343262,5.3615570068359375,9.044647216796875
mig,1.0,64.46504592895508,3.7224292755126953,19.862651824951172
mps-uncap,1.1,50.97508430480957,6.122350692749023,9.250044822692871
mig,1.1,64.48006629943848,3.721475601196289,19.878625869750977
mps-uncap,1.2,52.75917053222656,7.691621780395508,9.453296661376953
mig,1.2,64.41807746887207,3.7479400634765625,19.87004280090332
mps-uncap,1.3,57.196736335754395,8.713006973266602,9.332656860351562
mig,1.3,64.47696685791016,3.772258758544922,19.890546798706055
