mode,load,0_densenet161-32,1_resnet34-2,2_vgg16-8
mps-uncap,0.6,192.63720512390137,178.11274528503418,27.329444885253906
mig,0.6,312.227725982666,36.60774230957031,121.14691734313965
mps-uncap,0.7,205.78503608703613,406.7730903625488,34.61503982543945
mig,0.7,556.7774772644043,38.30075263977051,248.63338470458984
mps-uncap,0.8,259.6409320831299,13095.067262649536,35.62808036804199
mig,0.8,588.4268283843994,49.41248893737793,306.46586418151855
mps-uncap,0.9,368.0410385131836,31896.4741230011,37.60552406311035
mig,0.9,955.7147026062012,82.6418399810791,439.5751953125
mps-uncap,1.0,620.7261085510254,42304.10552024841,58.43853950500488
mig,1.0,2536.7982387542725,1986.5179061889648,1023.855447769165
mps-uncap,1.1,1142.5695419311523,52657.1888923645,67.1236515045166
mig,1.1,6269.885778427124,8397.485733032227,7890.10763168335
mps-uncap,1.2,7830.621957778931,60603.522539138794,59.15427207946777
mig,1.2,15396.885871887207,16520.25580406189,14361.481428146362
mps-uncap,1.3,17028.773069381714,62086.32588386536,81.31027221679688
mig,1.3,17514.753341674805,22556.06174468994,20745.879888534546
