mode,load,0_densenet161-32,1_resnet34-2,2_vgg16-8
mps-uncap,0.6,115.86875915527357,131.24836683273304,15.26972055435182
mig,0.6,256.26156568527216,17.868418693542477,87.45074272155765
mps-uncap,0.7,146.75875663757319,330.65327644348145,18.88878345489501
mig,0.7,390.82672595977806,22.855710983276353,184.3799352645874
mps-uncap,0.8,198.01127195358285,12853.68504524231,19.927883148193363
mig,0.8,528.5827112197874,34.15718078613282,203.23109626770034
mps-uncap,0.9,285.4119086265564,31329.627876281727,24.143104553222646
mig,0.9,801.3725280761715,52.34786748886104,370.7093429565429
mps-uncap,1.0,506.3919639587402,41621.8239068985,36.647021770477295
mig,1.0,2460.4270458221436,1950.7523441314695,976.0379171371461
mps-uncap,1.1,952.4665260314932,51898.39102268219,34.84886884689349
mig,1.1,6059.558863639831,8270.639653205872,7772.3971128463745
mps-uncap,1.2,7571.612262725829,59980.66437721252,38.992469310760505
mig,1.2,15236.045360565186,16397.533888816833,14151.791739463806
mps-uncap,1.3,16860.369274616238,61505.528259277344,53.513741493225076
mig,1.3,17200.29180049896,22320.612394809723,20557.916259765625
