mode,load,0_efficientnet_b5-8,1_squeezenet1_1-32,2_vgg19-32
mps-uncap,0.8,66.72646677451193,1264.425769124363,965.4935053965121
mps-uncap,0.9,79.33024038398662,1413.2617884245024,1052.1879761551534
mps-uncap,1.0,87.90985367893238,1428.4660012821203,1109.5692089216966
mps-uncap,0.5,46.40655415648587,756.6557334676152,609.8613561396031
mps-uncap,0.6,54.99338178506398,899.5688775141451,757.7502477937461
mps-uncap,0.7,61.16383615338384,1085.6413436920293,840.7393468569011
mps-uncap,0.1,9.37462103950919,157.76535086940055,120.2583772841896
mps-uncap,0.2,16.65683932436758,316.6556426576802,213.0243939389627
mps-uncap,0.3,24.146644967134492,477.75024035270616,373.6008775061801
mps-uncap,0.4,35.218783875377945,584.4713729979536,464.63654691406697
