mode,load,0_efficientnet_b5-8,1_squeezenet1_1-32,2_vgg19-32
mps-uncap,0.8,105.45873641967773,33.368587493896484,35.62450408935547
mps-uncap,0.9,105.84521293640137,34.24477577209473,41.2449836730957
mps-uncap,1.0,105.2243709564209,30.635595321655273,38.48409652709961
mps-uncap,0.5,90.15011787414551,33.57744216918945,35.92514991760254
mps-uncap,0.6,111.0692024230957,31.389236450195312,39.02745246887207
mps-uncap,0.7,99.67851638793945,32.35054016113281,34.5921516418457
mps-uncap,0.1,46.91147804260254,36.29302978515625,39.89362716674805
mps-uncap,0.2,61.623573303222656,31.59618377685547,32.579898834228516
mps-uncap,0.3,81.96377754211426,29.385805130004883,36.554574966430664
mps-uncap,0.4,79.62226867675781,30.696392059326172,32.045841217041016
