mode,load,0_densenet169-32,1_mobilenet_v2-32,2_mobilenet_v3_small-4,3_vgg13-8
mps-uncap,1.0,0.000476837158203125,0.0007152557373046875,0.01049041748046875,0.0007152557373046875
