mode,load,0_efficientnet_b5-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-8
mps-uncap,1.0,810.1922870738144,1517.3326659686977,1160.54155503408
mig,1.0,518.3618809228112,1939.1973086666962,1944.7447293390615
