mode,load,0_efficientnet_b5-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-8
mps-uncap,1.0,31.944751739501953,5.867719650268555,4.086494445800781
mig,1.0,60.84561347961426,7.831811904907227,4.02522087097168
