mode,load,0_efficientnet_b5-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-8
mps-uncap,1.0,31.944990158081055,5.867958068847656,4.086494445800781
mig,1.0,60.84585189819336,7.832050323486328,4.025459289550781
