mode,load,0_efficientnet_b5-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-8
mps-uncap,1.0,40.2911901473999,16.605138778686523,11.19852066040039
mig,1.0,62.23559379577637,8.489608764648438,4.202604293823242
