mode,load,0_efficientnet_b5-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-8
mps-uncap,1.0,48.58064651489258,23.798465728759766,19.0126895904541
mig,1.0,79.74076271057129,17.348766326904297,11.671066284179688
