mode,load,0_mobilenet_v3_small-8,1_mobilenet_v3_small-8,2_mobilenet_v3_small-8,3_mobilenet_v3_small-8
mig,0.1,3.160429000854496,3.31878662109375,4.350376129150392,3.0007362365722656
mig,0.2,6.081938743591309,6.452846527099613,6.1769962310791025,5.454230308532714
mig,0.3,6.186318397521973,6.3094377517700195,6.385612487792977,6.143617630004884
mig,0.4,5.60898780822754,5.52358627319336,5.599737167358398,6.486153602600099
mig,0.5,4.802727699279787,4.8247575759887695,4.649662971496583,5.81967830657959
mig,0.6,5.309891700744632,5.410766601562499,5.227112770080568,6.9076061248779315
mig,0.7,7.744216918945312,7.200717926025391,6.975603103637696,8.84103775024414
mig,0.8,12.89739608764649,11.73853874206543,10.305690765380861,14.687466621398926
mig,0.9,34.63954925537111,19.515132904052738,24.65496063232424,24.932956695556644
mig,1.0,910.0076675415039,44.59562301635743,418.23983192443853,319.8364734649658
