mode,load,0_mobilenet_v3_small-8,1_mobilenet_v3_small-8,2_mobilenet_v3_small-8,3_mobilenet_v3_small-8
mig,0.1,13.393383026123066,13.533117771148698,15.615072250366225,13.97743225097656
mig,0.2,19.41628456115723,19.47052240371697,19.024231433868408,18.237607479095455
mig,0.3,18.5287952423095,17.81508207321169,18.211393356323242,17.779273986816396
mig,0.4,14.691760540008554,15.092127323150633,15.30582666397094,17.5967526435852
mig,0.5,15.644924640655484,14.539110660552968,14.338257312774605,16.849935054779053
mig,0.6,13.700094223022472,14.682207107543919,13.251256942749022,18.772118091583252
mig,0.7,19.635672569274913,17.672860622406,16.02826118469239,21.991968154907227
mig,0.8,27.908444404602037,25.40302276611329,23.29065322875977,31.827604770660336
mig,0.9,67.58884906768799,35.94799518585202,43.13540458679201,41.467208862304695
mig,1.0,1073.24951171875,71.87650680541998,535.399079322815,381.4569330215454
