mode,load,0_mobilenet_v3_small-8,1_mobilenet_v3_small-8,2_mobilenet_v3_small-8,3_mobilenet_v3_small-8
mig,0.1,0.04291534423828125,0.04601478576660156,0.045299530029296875,0.047206878662109375
mig,0.2,0.04601478576660156,0.0476837158203125,0.04744529724121094,0.04744529724121094
mig,0.3,0.05030632019042969,0.05352497100830078,0.1766681671142578,0.04744529724121094
mig,0.4,0.3459453582763672,0.4646778106689453,0.46253204345703125,0.28252601623535156
mig,0.5,0.6542205810546875,0.45680999755859375,0.5022287368774414,0.6456375122070312
mig,0.6,1.0925531387329102,1.0775327682495117,1.0986328125,1.1162757873535156
mig,0.7,1.9102096557617188,1.7720460891723633,1.7168521881103516,1.9974708557128906
mig,0.8,3.2695531845092773,2.7735233306884766,2.7604103088378906,3.7963390350341797
mig,0.9,7.170915603637695,5.672454833984375,6.700038909912109,7.374048233032227
mig,1.0,430.96089363098145,15.437841415405273,154.21652793884277,79.05340194702148
