mode,load,0_mobilenet_v3_small-8,1_mobilenet_v3_small-8,2_mobilenet_v3_small-8,3_mobilenet_v3_small-8
mig,0.1,5.70225715637207,5.751490592956543,5.807161331176758,5.810737609863281
mig,0.2,5.487799644470215,5.376219749450684,5.49161434173584,5.764126777648926
mig,0.3,3.8259029388427734,3.9186477661132812,3.8700103759765625,5.294084548950195
mig,0.4,2.628922462463379,2.6232004165649414,2.5600194931030273,3.8995742797851562
mig,0.5,2.4247169494628906,2.396106719970703,2.4538040161132812,3.203749656677246
mig,0.6,2.378225326538086,2.428770065307617,2.4106502532958984,3.184795379638672
mig,0.7,2.4139881134033203,2.4073123931884766,2.3984909057617188,3.176450729370117
mig,0.8,2.4001598358154297,2.3758411407470703,2.3419857025146484,3.178119659423828
mig,0.9,2.4251937866210938,2.373218536376953,2.4111270904541016,3.1785964965820312
mig,1.0,2.40325927734375,2.3374557495117188,2.446889877319336,3.1783580780029297
