mode,load,0_mobilenet_v3_small-8,1_mobilenet_v3_small-8,2_mobilenet_v3_small-8,3_mobilenet_v3_small-8
mig,0.1,8.77375602722168,8.935928344726559,9.994888305664062,8.555412292480469
mig,0.2,11.425495147705078,11.85398101806641,11.55521869659424,11.178088188171385
mig,0.3,10.330057144165039,10.541510581970213,10.605859756469728,11.322498321533205
mig,0.4,9.043049812316895,8.8653564453125,8.922648429870605,10.50071716308594
mig,0.5,7.401037216186523,7.517576217651367,7.296609878540042,9.3764066696167
mig,0.6,7.699465751647951,7.873582839965819,7.622265815734865,10.172414779663097
mig,0.7,10.166072845458983,9.6358060836792,9.375572204589844,12.043237686157227
mig,0.8,15.301012992858888,14.124870300292969,12.673425674438478,17.893004417419444
mig,0.9,37.070751190185554,21.90022468566895,27.082729339599613,28.142309188842773
mig,1.0,912.413740158081,46.94232940673828,420.72403430938726,323.0478763580322
