mode,load,0_mobilenet_v3_small-8,1_mobilenet_v3_small-8,2_mobilenet_v3_small-8,3_mobilenet_v3_small-8
mig,0.1,6.195545196533203,6.183433532714844,6.267976760864258,6.271600723266602
mig,0.2,6.36601448059082,6.17210865020752,6.326556205749512,6.555008888244629
mig,0.3,5.352973937988281,5.485939979553223,5.432844161987306,6.356143951416016
mig,0.4,4.091525077819824,4.083657264709473,4.048657417297364,5.366253852844239
mig,0.5,3.346610069274903,3.731250762939453,3.529477119445801,4.072427749633789
mig,0.6,2.5365352630615234,2.5742053985595703,2.557992935180664,3.4494876861572275
mig,0.7,2.5293827056884766,2.544403076171875,2.5353431701660156,3.3235549926757812
mig,0.8,2.5043487548828125,2.494335174560547,2.4547576904296875,3.3165693283081055
mig,0.9,2.510166168212891,2.4673938751220703,2.504110336303711,3.3266544342041016
mig,1.0,2.4776458740234375,2.4220943450927734,2.5496482849121094,3.326416015625
