mode,load,0_mobilenet_v3_small-8,1_mobilenet_v3_small-8,2_mobilenet_v3_small-8,3_mobilenet_v3_small-8
mig,0.1,6.687459945678711,6.740171909332276,7.066011428833008,6.98261260986328
mig,0.2,6.884336471557617,6.657414436340332,6.860516071319581,6.95347785949707
mig,0.3,6.348464488983153,6.493427753448486,6.419463157653809,6.87087059020996
mig,0.4,5.342402458190919,5.322210788726805,5.313405990600584,5.8455705642700195
mig,0.5,4.139416217803953,4.156863689422607,4.213478565216064,5.325078964233398
mig,0.6,3.871173858642579,3.8649916648864733,3.7117767333984375,4.260816574096681
mig,0.7,2.7693653106689484,3.273518085479736,2.9469776153564506,3.882288932800293
mig,0.8,2.6428699493408203,2.6255607604980473,2.6590871810913086,3.3655166625976562
mig,0.9,2.626657485961914,2.5989246368408185,2.6264572143554696,3.36456298828125
mig,1.0,2.627849578857422,2.557449340820313,2.6438236236572266,3.363370895385742
