mode,load,0_mobilenet_v3_small-8,1_mobilenet_v3_small-8,2_mobilenet_v3_small-8,3_mobilenet_v3_small-8
mig,0.1,24.37877655029297,25.605201721191406,27.54831314086914,25.450706481933594
mig,0.2,30.045032501220703,31.4943790435791,31.756877899169922,29.06203269958496
mig,0.3,35.65025329589844,30.659198760986328,27.70686149597168,25.234699249267578
mig,0.4,24.435043334960938,22.060632705688477,25.46095848083496,27.089834213256836
mig,0.5,28.124570846557617,24.308204650878906,30.02309799194336,28.712034225463867
mig,0.6,31.72159194946289,20.940303802490234,24.830102920532227,31.267881393432617
mig,0.7,26.508569717407227,39.170026779174805,26.057004928588867,38.76137733459473
mig,0.8,45.57657241821289,54.54444885253906,40.81535339355469,46.49519920349121
mig,0.9,90.17324447631836,46.716928482055664,59.65447425842285,55.35101890563965
mig,1.0,1094.5651531219482,87.12196350097656,570.2719688415527,400.14052391052246
