mode,load,0_mobilenet_v3_small-8,1_mobilenet_v3_small-8,2_mobilenet_v3_small-8,3_mobilenet_v3_small-8
mig,0.1,7.456779479980469,8.07809829711914,10.237693786621094,9.217262268066406
mig,0.2,7.73310661315918,7.363557815551758,7.943868637084961,7.723569869995117
mig,0.3,6.987333297729492,6.924867630004883,7.032632827758789,7.588863372802734
mig,0.4,6.167173385620117,6.975889205932617,6.646633148193359,6.880283355712891
mig,0.5,5.665302276611328,5.5255889892578125,5.686044692993164,6.305217742919922
mig,0.6,5.154132843017578,4.87828254699707,5.382776260375977,5.750417709350586
mig,0.7,4.168033599853516,4.940509796142578,4.29224967956543,5.208730697631836
mig,0.8,3.9777755737304688,3.7534236907958984,4.082202911376953,5.033731460571289
mig,0.9,3.4236907958984375,3.8788318634033203,2.918243408203125,3.6933422088623047
mig,1.0,3.555774688720703,3.1232833862304688,3.1244754791259766,3.4172534942626953
