mode,load,0_efficientnet_b5-32,1_densenet121-8,2_efficientnet_b6-8
mps-uncap,1.0,43.521056175231934,37.67004966735839,50.75976848602295
mig,1.0,64.70255851745605,15.726404190063478,36.61185264587402
