mode,load,0_efficientnet_b5-32,1_densenet121-8,2_efficientnet_b6-8
mps-uncap,1.0,43.520824909210205,37.66998767852783,50.75953006744385
mig,1.0,64.70255851745605,15.726165771484377,36.6114068031311
