mode,load,0_efficientnet_b5-32,1_densenet121-8,2_efficientnet_b6-8
mps-uncap,1.0,0.0050067901611328125,0.001430511474609375,0.0045299530029296875
mig,1.0,0.000476837158203125,0.00095367431640625,0.004291534423828125
