mode,load,0_efficientnet_b5-32,1_densenet121-8,2_efficientnet_b6-8
mps-uncap,1.0,53.76625061035156,40.86709022521973,57.04975128173828
mig,1.0,72.80373573303223,25.376319885253906,47.534942626953125
