mode,load,0_densenet121-2,1_densenet121-2
mig,0.1,0.06079673767089844,0.060558319091796875
mig,0.2,0.0514984130859375,0.04982948303222656
mig,0.3,0.05125999450683594,0.050067901611328125
mig,0.4,0.04982948303222656,0.049114227294921875
mig,0.5,0.9062290191650391,0.546574592590332
mig,0.6,3.3305883407592773,2.5000572204589844
mig,0.7,5.007028579711914,5.548238754272461
mig,0.8,8.436918258666992,8.66997241973877
mig,0.9,24.69050884246826,17.514467239379883
mig,1.0,200.7925510406494,114.06564712524414
