mode,load,0_mobilenet_v3_small-4,1_mobilenet_v3_small-2,2_resnet50-4
mps-uncap,1.0,10.803699493408203,14.627695083618164,17.43626594543457
mig,1.0,14.837026596069336,13.557672500610352,21.015167236328125
