mode,load,0_mobilenet_v3_small-4,1_mobilenet_v3_small-2,2_resnet50-4
mps-uncap,1.0,4.29224967956543,4.183769226074219,4.909515380859375
mig,1.0,4.100561141967773,4.103422164916992,7.4481964111328125
