mode,load,0_mobilenet_v3_small-4,1_mobilenet_v3_small-2,2_resnet50-4
mps-uncap,1.0,4.665851593017578,4.451923370361328,5.794048309326172
mig,1.0,4.342436790466309,4.337937831878662,8.633477687835693
