mode,load,0_mobilenet_v3_small-4,1_mobilenet_v3_small-2,2_resnet50-4
mps-uncap,1.0,4.665851593017578,4.451751708984375,5.793929100036621
mig,1.0,4.342317581176758,4.337937831878662,8.63300085067749
