mode,load,0_mobilenet_v3_small-4,1_mobilenet_v3_small-2,2_resnet50-4
mps-uncap,1.0,4.142522811889648,4.037618637084961,4.724025726318359
mig,1.0,3.969430923461914,3.9734840393066406,6.856203079223633
